CeA_mean	NAc_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000036932	6.16712753755815	18.9148773254915	-1.61685083267211	12.7477497879334	0.947505623924838	-12.8498767025551	4006	0.414877683474788	X	47563821	47602440	protein_coding	Aifm1
ENSMUSG00000023828	0.228095805778288	4.52036842251813	-4.30872853730978	4.29227261673985	0.947415641127431	-6.08183737242639	4513	0.502105029913583	17	12637847	12726591	protein_coding	Slc22a3
ENSMUSG00000038806	44.4855821727491	14.8334143119684	1.58448712140166	29.6521678607807	0.947188037581051	29.6944718471605	3471	0.463843272832037	1	180678692	180695678	protein_coding	Sde2
ENSMUSG00000048376	10.8000218830065	3.20321813405087	1.75344028377665	7.59680374895558	0.947037184067752	7.79653641233826	3336	0.48531175059952	13	95738311	95754995	protein_coding	F2r
ENSMUSG00000042073	1.92698684290044	7.63774716990803	-1.98680044242242	5.71076032700759	0.947000132327643	-6.04649977346677	2671	0.544365406214901	9	106324658	106330122	protein_coding	Abhd14b
ENSMUSG00000067369	0.514698185738708	4.80708263553151	-3.22336300184559	4.2923844497928	0.946992192669049	-5.36792635069541	4648	0.437392426850258	X	133123088	133177733	protein_coding	Trmt2b
ENSMUSG00000027068	0.480913978732733	4.76534050241167	-3.30872853730978	4.28442652367893	0.946978959904724	-5.41331646686314	4281	0.429572529782761	2	69210789	69234877	protein_coding	Dhrs9
ENSMUSG00000105942	6.7545693666497	20.6528463686636	-1.61240492764092	13.8982770020139	0.94694984782321	-13.9914957483247	3810	0.40498687664042	5	52064464	52068273	TEC	Gm43175
ENSMUSG00000050373	6.70405199911762	20.4085861252745	-1.60607099391887	13.7045341261568	0.94683604605002	-13.7983230739284	4760	0.550420168067227	2	164627743	164635736	protein_coding	Snx21
ENSMUSG00000078490	0.931018726087502	5.4669005301509	-2.55384103514631	4.53588180406339	0.946806933968506	-5.20541331435176	9951	0.51030047231434	4	155493647	155551280	protein_coding	Cfap74
ENSMUSG00000106320	2.40935370737838	8.81068159346254	-1.87060742491789	6.40132788608416	0.946661373560937	-6.66904572208923	6836	0.422761849034523	5	132015388	132022223	TEC	Gm42992
ENSMUSG00000032554	6.51124210874269	19.8971420392435	-1.6115565330026	13.3858999305008	0.946621675267963	-13.4825602690455	3320	0.481024096385542	9	103081200	103107643	protein_coding	Trf
ENSMUSG00000109150	5.36942965748279	16.649269813674	-1.63261814853043	11.2798401561912	0.946425830355961	-11.3973784691101	1342	0.451564828614009	7	89476426	89477767	TEC	Gm45793
ENSMUSG00000059203	1.31636364639056	6.2113088207357	-2.23833920941838	4.89494517434515	0.946425830355961	-5.38243910102702	4692	0.430520034100597	X	136471357	137747695	protein_coding	Il1rapl2
ENSMUSG00000002504	7.39173509375317	1.83569293190299	2.0095883040252	5.55604216185018	0.946404657933042	5.90830344988573	2646	0.608465608465608	17	24858260	24869301	protein_coding	Slc9a3r2
ENSMUSG00000010592	1.61685293949332	6.86626044193789	-2.08633611597333	5.24940750244456	0.946330554452825	-5.64881204462814	3820	0.409685863874346	17	50586423	50600664	protein_coding	Dazl
ENSMUSG00000074264	5.0782757733941	15.7867461333522	-1.63630319533828	10.7084703599581	0.946224692338229	-10.8327662947732	3446	0.331108531630876	3	113349359	113400348	protein_coding	Amy1
ENSMUSG00000053819	75.6040904139372	25.6974159178421	1.55684099869312	49.9066744960951	0.945912399100172	49.9309514545277	22493	0.397056862134886	3	126389951	126639975	protein_coding	Camk2d
ENSMUSG00000056966	0.236316889687194	4.46027869404529	-4.23833920941838	4.2239618043581	0.945888580124388	-5.9837590675736	4356	0.424471992653811	5	137951723	137961360	protein_coding	Gjc3
ENSMUSG00000004446	7.53924103053881	1.91553264702576	1.97667368155247	5.62370838351305	0.945827709408495	5.96098438398703	3550	0.553521126760563	6	120868891	120893814	protein_coding	Bid
ENSMUSG00000020121	10.3706160946038	30.9561510701765	-1.57772450138229	20.5855349755726	0.945809183538441	-20.6459067331223	9132	0.459592641261498	10	121616896	121883220	protein_coding	Srgap1
ENSMUSG00000049327	3.87939088553765	12.4474301055753	-1.681945860894	8.56803922003769	0.945515416170438	-8.73156560732854	5307	0.532127378933484	5	124577993	124600371	protein_coding	Kmt5a
ENSMUSG00000106537	3.56878557137779	11.6005045017161	-1.70068242347558	8.03171893033831	0.945367209210004	-8.20980083080421	2596	0.436825885978428	5	27423183	27425778	TEC	Gm43502
ENSMUSG00000039759	3.8583072394206	12.3797810289146	-1.681945860894	8.52147378949401	0.945356622998544	-8.68587689436201	1334	0.5952023988006	4	152067096	152073454	protein_coding	Thap3
ENSMUSG00000020277	28.2216533303921	9.45980007065156	1.57692091072457	18.7618532597405	0.94534339023422	18.8280061955247	6675	0.554906367041198	10	77822781	77845917	protein_coding	Pfkl
ENSMUSG00000000555	0.514698185738708	4.726285990171	-3.19890832791977	4.21158780443229	0.945216355696705	-5.28871310669025	4933	0.552199472937361	15	103252713	103275190	protein_coding	Itga5
ENSMUSG00000039163	27.2979362838322	9.14109127048221	1.57835357721856	18.15684501335	0.945179303956597	18.2253181276358	1169	0.508126603934987	9	117893590	117979245	protein_coding	Cmc1
ENSMUSG00000095139	4.42196400849435	13.9101299382576	-1.65337670869723	9.48816592976323	0.945081381500596	-9.63114464908415	5587	0.444245570073385	4	22482780	22488366	protein_coding	Pou3f2
ENSMUSG00000072762	2.99118912425982	10.0814518427051	-1.75291238224814	7.09026271844529	0.944938467645891	-7.30373378734562	2409	0.440016604400166	5	109883856	109899752	protein_coding	4930522L14Rik
ENSMUSG00000055048	4.35877080371524	13.711343677672	-1.65337670869723	9.3525728739568	0.944800846896917	-9.49759305842986	1417	0.419901199717714	7	57037020	57059689	lncRNA	Gm9962
ENSMUSG00000030697	4.3282258085946	13.615258578319	-1.65337670869723	9.28703276972445	0.944679105465132	-9.43306059594648	4281	0.525110955384256	7	126385038	126391668	protein_coding	Ppp4c
ENSMUSG00000030068	3.28396388446783	10.7276543510032	-1.7078244927196	7.44369046653533	0.944475320894535	-7.63709318127794	4075	0.49079754601227	6	99234445	99643758	protein_coding	Gm20696
ENSMUSG00000015363	1.47293345945615	6.42883238845168	-2.12586448015997	4.95589892899554	0.944464734683075	-5.39260919986095	5591	0.569128957252728	15	88959327	88971280	protein_coding	Trabd
ENSMUSG00000058620	5.89838478923282	1.21007560981946	2.28522274663863	4.68830917941336	0.944274182876803	5.21560024959028	4014	0.535625311410065	2	127205128	127209141	protein_coding	Adra2b
ENSMUSG00000031790	0.514698185738708	4.67994556024452	-3.18469314536156	4.16524737450581	0.94421331216091	-5.2432390867612	5397	0.594774874930517	8	96078896	96101708	protein_coding	Mmp15
ENSMUSG00000007872	2.87380338212567	9.76330351319662	-1.76440802108597	6.88950013107095	0.944210665608046	-7.11184559175037	1791	0.543830262423227	4	135870808	135873066	protein_coding	Id3
ENSMUSG00000053093	13.9785718968033	4.50997539258618	1.63202551016502	9.46859650421715	0.9439804155088	9.60821664126609	8616	0.510677808727948	14	55208141	55232083	protein_coding	Myh7
ENSMUSG00000026096	5.52628603526187	16.7518402722767	-1.59993744973576	11.2255542370148	0.943903665475718	-11.3389976528452	6147	0.392386530014641	1	53352783	53365502	protein_coding	Osgepl1
ENSMUSG00000110419	1.71647798960026	6.94222510407144	-2.01594678808193	5.22574711447118	0.943834855101231	-5.60111367111771	4198	0.439256788947118	8	58104752	58116464	lncRNA	AW046200
ENSMUSG00000036834	1.19184482051339	5.84871279116352	-2.29492273778475	4.65686797065013	0.943734286092365	-5.19163651158943	8637	0.417042954729651	3	63603655	63806893	protein_coding	Plch1
ENSMUSG00000021115	6.63219060108448	19.9145086790554	-1.58626251283869	13.2823180779709	0.94372634643377	-13.376703715192	5122	0.46837172979305	12	105976487	106043685	protein_coding	Vrk1
ENSMUSG00000118555	2.83424111089597	9.62889680183654	-1.76440802108597	6.79465569094057	0.943705174010851	-7.0200058136232	1816	0.357929515418502	7	110716986	110718801	transcribed_processed_pseudogene	Gm55889
ENSMUSG00000085067	4.44450340287682	13.7480146975823	-1.62912916245055	9.30351129470552	0.943633717083499	-9.445071955187	4169	0.416406812185176	6	105649584	105654614	lncRNA	Gm15631
ENSMUSG00000084421	1635.86245079744	579.856975708185	1.49628244427953	1056.00547508926	0.943308191081117	1056.00653515006	129	0.426356589147287	X	146267289	146267417	snoRNA	Gm25107
ENSMUSG00000030034	14.8532726122839	4.87552672302667	1.60715084152599	9.97774588925724	0.943191742755062	10.1063518075519	1594	0.571518193224592	6	83098746	83102412	protein_coding	Ino80b
ENSMUSG00000024914	31.3371669662855	10.6016802364723	1.56358182658859	20.7354867298132	0.943072647876141	20.7943549563505	1741	0.593911545089029	19	5472833	5475007	protein_coding	Drap1
ENSMUSG00000045752	6.69526095269863	20.0081574977758	-1.57937612725345	13.3128965450772	0.943035596136033	-13.4062538903031	1845	0.591327913279133	7	142622986	142624830	protein_coding	Tssc4
ENSMUSG00000052102	4.29810593518754	13.2951689339413	-1.62912916245055	8.99706299875372	0.9429853116316	-9.14336942442392	4311	0.488285780561355	18	38460588	38472056	protein_coding	Gnpda1
ENSMUSG00000026558	1.13037668903084	5.68930424341472	-2.33144861380986	4.55892755438389	0.942919147809978	-5.12049539448641	5464	0.540080527086384	1	167050452	167112889	protein_coding	Uck2
ENSMUSG00000040957	18.2336424226268	6.07313591808115	1.58608922599816	12.1605065045456	0.942911208151383	12.2635067366526	3839	0.591820786663193	18	11972277	12078687	protein_coding	Cables1
ENSMUSG00000118945	276.812469640986	97.9612134013174	1.49862638474782	178.851256239668	0.942905915045653	178.857534757551	119	0.613445378151261	8	124326600	124326718	rRNA	n-R5s136
ENSMUSG00000053574	1.60692533792915	6.67245438351152	-2.05391463828095	5.06552904558237	0.942892682281329	-5.46609091151834	3203	0.453949422416485	11	72105964	72109270	protein_coding	4930563E22Rik
ENSMUSG00000020630	5.97097663269962	18.0315303863214	-1.59448301964366	12.0605537536217	0.942810639142517	-12.16549764473	2586	0.491879350348028	12	28699601	28709588	protein_coding	Rnaseh1
ENSMUSG00000019772	7.56464117781757	1.99886563696104	1.9200901531861	5.56577554085653	0.942678311499272	5.88766537496477	3402	0.387419165196943	10	5589218	5597617	protein_coding	Vip
ENSMUSG00000119444	208.485341058717	73.7809138908656	1.49862638474782	134.704427167851	0.942630673547704	134.712763239643	79	0.443037974683544	7	59072803	59072881	snoRNA	Gm26337
ENSMUSG00000106019	4.15797726505592	12.8928563704273	-1.63261814853043	8.73487910537136	0.942326319968241	-8.88614398962588	1733	0.51067512983266	3	22128574	22130306	lncRNA	Gm43672
ENSMUSG00000045690	11.6097335129032	3.65206278031227	1.66855138619014	7.95767073259091	0.942318380309647	8.13071873924384	3192	0.444548872180451	12	75677370	75716311	protein_coding	Wdr89
ENSMUSG00000020052	7.46841381966686	1.95777650053016	1.93158579202393	5.5106373191367	0.942305147545322	5.83936189450618	2481	0.537283353486497	10	87326681	87329522	protein_coding	Ascl1
ENSMUSG00000036634	1.5167922958901	6.44133469749576	-2.08633611597333	4.92454240160566	0.942188699219267	-5.3482629193063	4072	0.542485265225933	7	30598601	30614298	protein_coding	Mag
ENSMUSG00000053070	56.25470120511	19.5266070263932	1.52653238131771	36.7280941787167	0.942156940584888	36.7598041767349	1592	0.476758793969849	9	8021673	8042824	protein_coding	Cfap300
ENSMUSG00000031897	13.8862853630384	4.55811706539854	1.60715084152599	9.3281682976399	0.942133121609104	9.46560392244002	1705	0.541935483870968	8	106662367	106665076	protein_coding	Psmb10
ENSMUSG00000086350	6.50185335876502	19.3098664040958	-1.57041525968183	12.8080130453308	0.94210400952759	-12.903929721492	5383	0.448820360393832	1	178105162	178146114	lncRNA	B230369F24Rik
ENSMUSG00000013523	2.18150224419055	7.97745951959072	-1.87060742491789	5.79595727540017	0.942080190551806	-6.09034423299883	3775	0.484238410596026	2	170188911	170269765	protein_coding	Bcas1
ENSMUSG00000085776	4.81508493173532	14.6058107184557	-1.60090928880309	9.79072578672037	0.942059018128887	-9.92074704756286	2993	0.435015035081858	6	50543623	50601379	lncRNA	5430402O13Rik
ENSMUSG00000021018	19.1007941692297	6.43769847291626	1.56901571263922	12.6630956963134	0.94197962154294	12.75992958133	1509	0.502319416832339	16	20536415	20541017	protein_coding	Polr2h
ENSMUSG00000031644	10.0511692370988	29.4415723047898	-1.55049138181687	19.390403067691	0.941842000793966	-19.4522943287575	7886	0.40527517118945	8	61446229	61584380	protein_coding	Nek1
ENSMUSG00000029999	9.9925995998578	29.3380500946626	-1.55384103514631	19.3454504948048	0.941828768029641	-19.4077530077402	6490	0.492449922958398	6	86172205	86252701	protein_coding	Tgfa
ENSMUSG00000101450	8.09751324662667	23.8802531849327	-1.56026730430574	15.7827399383061	0.941632923117639	-15.8596757224442	1017	0.374631268436578	1	82717412	82718428	lncRNA	Gm28941
ENSMUSG00000104138	3.53896474938518	11.2716436992706	-1.67129861669449	7.73267894988544	0.941572052401747	-7.91123017034432	2327	0.434035238504512	1	21524915	21527241	TEC	Gm36949
ENSMUSG00000104027	3.89809287189234	12.1678689429688	-1.64223615109202	8.26977607107642	0.941566759296017	-8.43125944575908	3433	0.381590445674337	1	25353357	25356789	TEC	Gm37211
ENSMUSG00000051339	7.90085988835079	2.15598009890083	1.87366581609475	5.74487978944996	0.941532354108773	6.04270364866859	10814	0.53356759755872	5	113234189	113369102	protein_coding	2900026A02Rik
ENSMUSG00000109727	2.89562973692662	9.56419254140851	-1.72376603658862	6.66856280448188	0.941511181685854	-6.88774993929191	2844	0.456399437412096	8	91840390	91843299	lncRNA	Gm45464
ENSMUSG00000043631	4.53318817807563	0.485724349781532	3.22231633363092	4.0474638282941	0.941505888580124	5.1735177582892	5677	0.390875462392109	13	49658286	49686265	protein_coding	Ecm2
ENSMUSG00000109239	13.3198260957771	38.6587251046825	-1.5372188141989	25.3388990089054	0.941434431652772	-25.3854849208407	4096	0.38037109375	7	90781049	90785144	TEC	Gm45176
ENSMUSG00000020684	15.1457321489196	43.8484325737942	-1.53361395225238	28.7027004248746	0.941400026465529	-28.7436424872464	4010	0.604488778054863	11	83299963	83311865	protein_coding	Rasl10b
ENSMUSG00000106944	32.4321478096224	91.8193477847886	-1.50137361525218	59.3871999751662	0.941331216091041	-59.4061751303933	1587	0.377441713925646	6	18429658	18431244	TEC	Gm43843
ENSMUSG00000104682	3.21830040211787	10.4130275969243	-1.69401869319457	7.19472719480644	0.941299457456663	-7.39146796925888	2239	0.439481911567664	5	145229580	145231818	TEC	Gm42636
ENSMUSG00000111752	0.478566420956492	4.51626545589523	-3.23833920941838	4.03769903493874	0.941275638480879	-5.17589164608396	4302	0.4628079962808	10	85056806	85102256	lncRNA	Gm38575
ENSMUSG00000039313	0.99143844253466	5.34644303556997	-2.43098428736078	4.35500459303531	0.941048034934498	-4.98755948443261	7268	0.441662080352229	9	89469269	89505178	protein_coding	Minar1
ENSMUSG00000037679	28.1071068377122	79.7740668908285	-1.50498486880455	51.6669600531163	0.941032155617308	-51.6888744372098	4871	0.597618558817491	12	112555218	112581991	protein_coding	Inf2
ENSMUSG00000074865	1.60731563901748	6.57295268614842	-2.03188833195096	4.96563704713094	0.941029509064444	-5.36526993518106	5764	0.409090909090909	13	62627641	62719013	protein_coding	Zfp934
ENSMUSG00000031340	9.99836002701881	3.07680120216342	1.70026024591748	6.92155882485539	0.941013629747254	7.1273320022138	4736	0.450380067567568	X	71299605	71318409	protein_coding	Gabre
ENSMUSG00000106682	2.46562005144291	8.5316851857834	-1.79088023244716	6.06606513434049	0.940971284901416	-6.32490302068192	2505	0.388822355289421	5	65935357	65937861	TEC	Gm42648
ENSMUSG00000037411	5.84280706204931	1.25315879716598	2.22109240921892	4.58964826488334	0.940950112478497	5.09883542445101	3876	0.50515995872033	5	137090358	137101122	protein_coding	Serpine1
ENSMUSG00000097068	6.11230441704444	1.392330240979	2.13421495853895	4.71997417606543	0.940907767632658	5.18006078265265	4884	0.417485667485668	15	92242208	92275984	lncRNA	Gm26760
ENSMUSG00000022994	12.2944715555398	4.01069943788938	1.616083966296	8.28377211765037	0.940868069339685	8.43994122510819	6782	0.558832202890003	15	98487854	98507957	protein_coding	Adcy6
ENSMUSG00000003531	12.0699742049278	3.90532140527865	1.62790940169279	8.16465279964916	0.940833664152441	8.32536151520994	2985	0.568174204355109	16	17870724	17889496	protein_coding	Dgcr6
ENSMUSG00000024118	7.26347890497588	1.90405468358107	1.93158579202393	5.35942422139481	0.940831017599577	5.69688087086451	2551	0.528420227361819	17	24434028	24439825	protein_coding	Tedc2
ENSMUSG00000047773	37.7460869577504	13.0464666155293	1.53266795810836	24.6996203422211	0.940812491729522	24.7471274316773	6627	0.427644484683869	11	89281049	89732092	protein_coding	Ankfn1
ENSMUSG00000042641	0.59172046645569	4.65342354647952	-2.97530480358459	4.06170308002383	0.940799258965198	-5.0348654981547	5219	0.434757616401609	1	153655127	153719888	protein_coding	Rgsl1
ENSMUSG00000102386	25.3047288957083	71.6407595547982	-1.50137361525218	46.3360306590899	0.940754267566495	-46.3603479276493	1017	0.378564405113078	1	25848037	25849053	TEC	2900022M07Rik
ENSMUSG00000092203	21.0080892138248	7.10724886087725	1.56358182658859	13.9008403529475	0.940666931321953	13.9885006575606	2597	0.472083172891798	17	35167235	35171498	lncRNA	1110038B12Rik
ENSMUSG00000104871	3.85129588473645	11.9419134633621	-1.63261814853043	8.09061757862564	0.940624586476115	-8.25369825123727	1871	0.3425975414217	5	58102384	58104254	TEC	Gm42639
ENSMUSG00000103722	4.44252441451412	13.47570637495	-1.60090928880309	9.0331819604359	0.940598120947466	-9.17394609104068	3244	0.387176325524044	1	181777697	181780940	TEC	2700078F05Rik
ENSMUSG00000105983	4.21173003973912	12.8591283937349	-1.61030798680534	8.64739835399578	0.940563715760222	-8.79605537187312	4155	0.353309265944645	5	49281929	49286083	TEC	Gm42770
ENSMUSG00000006342	3.59614452917874	11.3123574912729	-1.65337670869723	7.7162129620942	0.940481672621411	-7.89136217754913	3435	0.564774381368268	10	75472540	75479842	protein_coding	Susd2
ENSMUSG00000032243	9.83052469350874	3.02926899103664	1.69829872958419	6.80125570247209	0.940399629482599	7.01008542781873	5131	0.553888130968622	9	62585108	62691264	protein_coding	Itga11
ENSMUSG00000045215	11.2839319287563	3.59084982312521	1.65187264504351	7.69308210563111	0.940381103612545	7.86843030848114	15691	0.446115607673188	18	22477303	22663284	protein_coding	Asxl3
ENSMUSG00000037624	14.5777353840621	41.8609291942004	-1.52183771781189	27.2831938101383	0.940354638083896	-27.3256043761327	4943	0.425854744082541	1	188940127	189134470	protein_coding	Kcnk2
ENSMUSG00000048581	6.86836611494522	20.2553940692882	-1.56026730430574	13.387027954343	0.940341405319571	-13.4776463639334	2398	0.467055879899917	3	63822105	63836893	protein_coding	E130311K13Rik
ENSMUSG00000016493	0.812360677214848	4.98309868248842	-2.61685083267211	4.17073800527358	0.940309646685193	-4.92371443009138	7603	0.407996843351309	1	194719134	194774557	protein_coding	Cd46
ENSMUSG00000037570	16.4421553915389	5.5416354795383	1.56901571263922	10.9005199120006	0.940291120815138	11.0128626913455	3506	0.538220193953223	15	99140698	99149842	protein_coding	Mcrs1
ENSMUSG00000033740	2.54801082048865	8.71658796018838	-1.77439210965859	6.16857713969973	0.9402487759693	-6.41870791415568	6464	0.420637376237624	1	6557455	6931164	protein_coding	St18
ENSMUSG00000058486	2.21280389397553	7.93530752007662	-1.84241053308724	5.72250362610109	0.940156146619029	-6.01178212539102	4652	0.51676698194325	6	34857361	34887811	protein_coding	Wdr91
ENSMUSG00000024835	4.81927140204782	14.5535385702332	-1.59448301964366	9.73426716818534	0.940076750033082	-9.86399175798232	3204	0.564606741573034	19	4198618	4204034	protein_coding	Coro1b
ENSMUSG00000073910	6.80729858557645	1.72353801535382	1.98170927144977	5.08376057022263	0.940031758634379	5.4563534683798	6200	0.455645161290323	4	34949074	35157484	protein_coding	Mob3b
ENSMUSG00000017491	19.1606542079367	54.0616275350385	-1.49645812483806	34.9009733271018	0.940031758634379	-34.9330406076892	5265	0.488698955365622	14	5650540	6038924	protein_coding	Rarb
ENSMUSG00000018572	21.7012983904496	7.42017032969038	1.54825715247243	14.2811280607593	0.939992060341405	14.3648083488081	3273	0.575618698441796	11	69886603	69890835	protein_coding	Phf23
ENSMUSG00000119011	1472.60869808575	532.947550454737	1.4663086644751	939.66114763101	0.939962948259891	939.662291692247	144	0.506944444444444	11	51628606	51628749	snoRNA	Gm25291
ENSMUSG00000028229	13.1099894482605	37.610851333058	-1.52048243819988	24.5008618847975	0.939928543072648	-24.5479958437099	1963	0.43046357615894	4	19575162	19606932	protein_coding	Rmdn1
ENSMUSG00000086916	2.27868593575521	8.06404565215604	-1.82330171013954	5.78535971640083	0.939827974063782	-6.06587307601727	3614	0.469839513004981	5	129804110	129808753	lncRNA	Gm15903
ENSMUSG00000059586	26.4346500228339	9.09816002611933	1.53878351121981	17.3364899967146	0.939806801640863	17.4046470834828	3310	0.450151057401813	15	59246096	59473533	protein_coding	Nsmce2
ENSMUSG00000044550	76.3483490407671	27.1216642009992	1.49315125468167	49.2266848397679	0.939804155087998	49.2493248784508	3546	0.460800902425268	X	135491591	135569127	protein_coding	Tceal3
ENSMUSG00000104852	3.31480096201744	10.5221316990144	-1.66643286152267	7.20733073699701	0.9395024480614	-7.39747354401653	3416	0.32903981264637	5	45915617	45919032	TEC	Gm43201
ENSMUSG00000072770	1.88476601430103	7.1146685350972	-1.91641111453102	5.22990252079617	0.939161042741829	-5.56996516478587	3277	0.54226426609704	6	125026652	125040230	protein_coding	Acrbp
ENSMUSG00000084349	36.5818545235776	12.8456026388504	1.50985364017108	23.7362518847271	0.93913457721318	23.7842240056292	1210	0.516528925619835	X	13068810	13070019	processed_pseudogene	Rpl3-ps1
ENSMUSG00000051599	2.56159779606893	8.63356469572577	-1.75291238224814	6.07196689965684	0.938962551276962	-6.31992751939191	2813	0.488446498400284	18	37427865	37430677	protein_coding	Pcdhb2
ENSMUSG00000080237	13.5249158296303	38.2906786689091	-1.50137361525218	24.7657628392788	0.938806404657933	-24.8112299522611	685	0.388321167883212	2	155301421	155302812	processed_pseudogene	Gm14239
ENSMUSG00000107917	7.74235334989553	22.5548913240607	-1.54259627797869	14.8125379741651	0.938758766706365	-14.8926453161592	3058	0.36429038587312	6	77448121	77451178	TEC	Gm44235
ENSMUSG00000023170	32.7301838811398	11.5071853439515	1.50808671399689	21.2229985371882	0.938703189096202	21.2765126946694	1604	0.55860349127182	11	69804714	69807417	protein_coding	Gps2
ENSMUSG00000031557	11.2552748987493	3.65664504227	1.62200880025311	7.59862985647929	0.938695249437608	7.7698190612058	5579	0.502419788492561	8	25529160	25592392	protein_coding	Plekha2
ENSMUSG00000102764	1.51159525914452	6.27661421156752	-2.05391463828095	4.765018952423	0.938623792510255	-5.18883136730181	3405	0.414096916299559	14	65073304	65076708	TEC	Gm37183
ENSMUSG00000049148	31.8496298989442	11.174935457092	1.51101010920366	20.6746944418522	0.938615852851661	20.7298369943922	5042	0.408568028560095	15	4404973	4605035	protein_coding	Plcxd3
ENSMUSG00000053111	2.68654990381231	8.873607086048	-1.72376603658862	6.18705718223569	0.938610559745931	-6.42269771397897	2299	0.508046976946498	7	133378590	133483261	protein_coding	Fank1
ENSMUSG00000106870	7.57306841864625	21.9507588445674	-1.53532094717551	14.3776904259211	0.938562921794363	-14.4594326442797	1903	0.388859695218077	5	93331715	93333617	TEC	Gm43681
ENSMUSG00000063275	10.2064796038837	3.21064253868812	1.66855138619014	6.99583706519559	0.938560275241498	7.19206507000052	2118	0.551463644948064	2	13855093	14060946	protein_coding	Hacd1
ENSMUSG00000049760	35.2231435920416	12.4651244597485	1.49862638474782	22.7580191322931	0.938483525208416	22.807308387157	1169	0.478186484174508	17	56914452	56916771	protein_coding	Micos13
ENSMUSG00000107951	8.48112355491176	2.50115525119223	1.76166079058162	5.97996830371953	0.938438533809713	6.23405723863383	1942	0.482492276004119	6	75273101	75275042	processed_pseudogene	Gm6210
ENSMUSG00000060923	11.9281155443501	33.769943206132	-1.50137361525218	21.8418276617819	0.938337964800847	-21.8933679076463	863	0.465816917728853	11	30455991	30599587	protein_coding	Acyp2
ENSMUSG00000001260	98.897402063404	35.6778083840037	1.47090562718938	63.2195936794002	0.938118300913061	63.2367028580124	7869	0.349091371203457	5	70908390	70999960	protein_coding	Gabrg1
ENSMUSG00000026424	7.71253341344912	22.263257989105	-1.52938799142177	14.5507245756559	0.938107714701601	-14.6308787605154	2269	0.535478184222124	1	135087972	135095419	protein_coding	Gpr37l1
ENSMUSG00000041540	5.65681088944879	1.21633810462821	2.21744463220377	4.44047278482058	0.938097128490142	4.96335161454652	14376	0.434821925431274	6	143774151	144727703	protein_coding	Sox5
ENSMUSG00000020599	34.9575919578402	96.8408171551912	-1.47000944434284	61.883225197351	0.938083895725817	-61.9006824565974	6390	0.473865414710485	11	109116181	109188955	protein_coding	Rgs9
ENSMUSG00000024101	10.8135411812898	3.48457130255775	1.63378596802946	7.32896987873203	0.937938335318248	7.50886516543555	3903	0.574686138867538	17	66418540	66427498	protein_coding	Washc1
ENSMUSG00000104316	10.0126557670337	3.14967155949118	1.66855138619014	6.86298420754251	0.937893343919545	7.06290421578368	2159	0.506716072255674	1	36513033	36515191	TEC	Gm37909
ENSMUSG00000108341	10.6831350635165	30.2452523214594	-1.50137361525218	19.5621172579428	0.937872171496626	-19.6196471514164	1349	0.433654558932543	7	122190158	122191506	TEC	Gm44746
ENSMUSG00000071379	151.82837337425	55.020103338085	1.46441066940991	96.808270036165	0.937689559348948	96.819345411977	1695	0.546902654867257	12	17740857	17841934	protein_coding	Hpcal1
ENSMUSG00000030554	5.19045189198243	0.979653295916363	2.40551698035634	4.21079859606606	0.937623395527326	4.84946767794308	7933	0.48002016891466	7	67379908	67409490	protein_coding	Synm
ENSMUSG00000074519	10.0780064340446	28.5320597074466	-1.50137361525218	18.454053273402	0.937554585152838	-18.5150264636628	2145	0.389277389277389	2	177665077	177675815	protein_coding	Zfp971
ENSMUSG00000009734	5.45277963416812	1.1126112521839	2.29304225109793	4.34016838198423	0.937504300648405	4.90867643558789	6985	0.397995705082319	13	18295683	18572271	protein_coding	Pou6f2
ENSMUSG00000085151	5.72947887649767	16.8216225032565	-1.55384103514631	11.0921436267588	0.937440783379648	-11.200449642722	1617	0.519480519480519	2	167030622	167034728	lncRNA	1110018N20Rik
ENSMUSG00000102930	3.83943942946404	11.6750983370613	-1.60446710821628	7.83565890759723	0.937416964403864	-7.99824138280133	2413	0.435557397430584	1	36952682	36955620	lncRNA	Gm38115
ENSMUSG00000027276	1.23661825988363	5.66831230223857	-2.19651903372375	4.43169404235494	0.937342860923647	-4.94617103935509	5827	0.492877981808821	2	136923376	136958564	protein_coding	Jag1
ENSMUSG00000022114	25.1553497581927	69.8214206681646	-1.4728044630554	44.6660709099719	0.937326981606458	-44.6903462005055	2087	0.523239099185434	14	106129381	106134253	protein_coding	Spry2
ENSMUSG00000025260	21.4127134282667	7.48419645272006	1.51654829274509	13.9285169755467	0.936935291782453	14.0108352307177	1298	0.5115562403698	X	150784841	150787438	protein_coding	Hsd17b10
ENSMUSG00000044296	11.0871191625571	3.62180542504871	1.61410360216776	7.46531373750837	0.936932645229588	7.63781641818931	2414	0.470173985086993	11	50722858	50732379	protein_coding	Zfp879
ENSMUSG00000031381	1.45098940380528	6.08581800822593	-2.06841420797607	4.63482860442065	0.936787084822019	-5.07542840833295	6385	0.417227877838684	X	163202783	163216912	protein_coding	Piga
ENSMUSG00000107595	2.0795886292473	7.45758597644372	-1.84241053308724	5.37799734719642	0.936736800317586	-5.68483351021668	2475	0.376969696969697	6	103541317	103543791	TEC	Gm44441
