control_mean	morphine_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	gene	mgi_symbol
ENSMUSG00000120684	8.08558088650734	27.6249414639839	-1.77254807847554	19.5393605774766	0.958177817618776	-19.6195957773638	849	0.481743227326266	2	75488459	75489307	lncRNA	ENSMUSG00000120684	
ENSMUSG00000110320	2.25855700883225	9.39401810543021	-2.05634104447613	7.13546109659797	0.958028413875533	-7.42585641877489	2171	0.414555504375864	7	12594811	12602510	lncRNA	ENSMUSG00000110320	Gm31152
ENSMUSG00000086770	20.816011979044	6.01250392302152	1.79165586207882	14.8035080560225	0.957813815771602	14.9115351822957	848	0.570754716981132	8	12949146	12965758	lncRNA	ENSMUSG00000086770	Gm15351
ENSMUSG00000030979	3.56505897428817	13.1172121380997	-1.87946328239205	9.55215316381157	0.957743188547524	-9.73529723710454	3576	0.48993288590604	7	133287972	133311801	protein_coding	ENSMUSG00000030979	Uros
ENSMUSG00000058729	0.812257415710901	5.91224019111912	-2.86369596653374	5.09998277540821	0.957661695596664	-5.84898101366401	7244	0.420071783545003	1	180468715	180518259	protein_coding	ENSMUSG00000058729	Lin9
ENSMUSG00000014633	4.80012458754264	16.9703879695112	-1.82187579083911	12.1702633819685	0.957574769782414	-12.3058742957877	2043	0.473813020068527	8	117615424	117648194	protein_coding	ENSMUSG00000014633	Cmc2
ENSMUSG00000086943	3.23919224850524	12.2097024339344	-1.9143220396037	8.97051018542913	0.957178170754896	-9.17249594484512	2422	0.50990916597853	11	72906682	72909667	lncRNA	ENSMUSG00000086943	4732414G09Rik
ENSMUSG00000062778	3.09195623720955	11.7886782120746	-1.93081016239227	8.69672197486501	0.956890228995192	-8.90847916264596	1903	0.477141355754073	3	106020545	106039436	protein_coding	ENSMUSG00000062778	Chia1
ENSMUSG00000046441	2.85977774940936	11.1512587947753	-1.96323164008465	8.2914810453659	0.956605003667183	-8.52073567236371	4115	0.473876063183475	8	110942297	110951118	protein_coding	ENSMUSG00000046441	Cmtr2
ENSMUSG00000106491	3.28481120145693	12.1099591804	-1.88231164470108	8.82514797894304	0.956181240322712	-9.02365413665771	3284	0.357490864799026	5	14613352	14616635	TEC	ENSMUSG00000106491	Gm42446
ENSMUSG00000030545	6.78021369301356	1.28186130150151	2.40309057416116	5.49835239151205	0.956061717328118	6.00056025124892	3182	0.455688246385921	7	79385705	79392879	protein_coding	ENSMUSG00000030545	Pex11a
ENSMUSG00000027163	48.3599068698888	14.6401843339091	1.72387774764396	33.7197225359798	0.955928612175047	33.7637593047973	1602	0.524968789013733	2	101716592	101731991	protein_coding	ENSMUSG00000027163	Commd9
ENSMUSG00000105983	4.01234962815748	14.2343678916915	-1.82685919835337	10.222018263534	0.955844402792492	-10.3839815056957	4155	0.353309265944645	5	49281929	49286083	TEC	ENSMUSG00000105983	Gm42770
ENSMUSG00000038347	2.01506599979787	8.61407867985037	-2.09586940866277	6.59901268005251	0.955548311737701	-6.92384553045937	4380	0.494520547945206	17	13932706	13982087	protein_coding	ENSMUSG00000038347	Tcte2
ENSMUSG00000107118	1.73825486540909	7.8324186998392	-2.17181826189607	6.09416383443011	0.955491266672099	-6.46959252222125	3385	0.397932053175776	5	129974421	129977805	TEC	ENSMUSG00000107118	Gm42986
ENSMUSG00000109122	20.5149539545537	6.05722502658118	1.75994700235148	14.4577289279725	0.955401624426154	14.5644546484178	3872	0.361570247933884	7	58977066	58980937	TEC	ENSMUSG00000109122	A230103L15Rik
ENSMUSG00000103693	3.85820705970709	13.6875257093215	-1.82685919835337	9.82931864961438	0.955238638524434	-9.99764570517806	4321	0.402221707937977	1	160149256	160154648	lncRNA	ENSMUSG00000103693	Gm37529
ENSMUSG00000021707	0.366809595374962	5.14914119399666	-3.8112285466396	4.7823315986217	0.955203324912395	-6.11523986070016	5347	0.445483448662802	13	92491234	92525561	protein_coding	ENSMUSG00000021707	Dhfr
ENSMUSG00000100002	12.9658285197605	3.62982184460267	1.83674375160736	9.33600667515782	0.95507293619102	9.51496969241941	3933	0.399440630561912	9	25063312	25086887	lncRNA	ENSMUSG00000100002	Gm29642
ENSMUSG00000034035	14.8924138684125	4.25851454775586	1.80615543177393	10.6338993206566	0.955053921169152	10.7861954462909	2634	0.5167046317388	4	116453851	116457463	protein_coding	ENSMUSG00000034035	Ccdc17
ENSMUSG00000034333	4.9339517945548	0.176911982190224	4.80163995065144	4.75703981236458	0.954888218835737	6.75908085408908	5764	0.481956974323387	15	88635863	88668719	protein_coding	ENSMUSG00000034333	Zbed4
ENSMUSG00000064326	2.43140195016933	9.69156004252989	-1.99494049981199	7.26015809236057	0.954689919321979	-7.52925515066787	2420	0.553305785123967	12	112611113	112615583	protein_coding	ENSMUSG00000064326	Siva1
ENSMUSG00000108447	1.86367436950772	8.1391615249842	-2.12673037236753	6.27548715547649	0.954559530600603	-6.62606377235391	2631	0.400228050171038	7	34062126	34064756	TEC	ENSMUSG00000108447	Gm44567
ENSMUSG00000024253	37.2537438093538	11.457535565668	1.70108865224979	25.7962082436858	0.954274305272594	25.8522351520022	1869	0.445157838416265	17	84933924	84963016	protein_coding	ENSMUSG00000024253	Dync2li1
ENSMUSG00000105572	20.1605232676791	5.98954869512158	1.75101387758147	14.1709745725575	0.954247140955641	14.2787453908092	2043	0.313264806656877	3	119521397	119523439	TEC	ENSMUSG00000105572	Gm43300
ENSMUSG00000058900	15.6702394979945	4.54724934378796	1.78496120950481	11.1229901542066	0.95420096161682	11.2653005503632	2691	0.415830546265329	13	67321195	67332108	protein_coding	ENSMUSG00000058900	Rsl1
ENSMUSG00000112067	3.77179020474985	13.3348087006582	-1.82187579083911	9.56301849590833	0.954105886507484	-9.73501690549793	1300	0.416923076923077	12	95700884	95702183	TEC	ENSMUSG00000112067	Gm48015
ENSMUSG00000034063	8.33802510963059	1.97047471564145	2.0811624792738	6.36755039398914	0.953853258359818	6.69902495032884	5175	0.48695652173913	6	91879790	91927706	protein_coding	ENSMUSG00000034063	4930590J08Rik
ENSMUSG00000030782	5.26767477118153	0.547746104929874	3.26558705041123	4.71992866625165	0.953763616113873	5.7394934792469	5585	0.514234556848702	7	127845984	127854871	protein_coding	ENSMUSG00000030782	Tgfb1i1
ENSMUSG00000048039	18.9828086350355	5.63965801780546	1.75101387758147	13.3431506172301	0.953671257436232	13.4575524518231	2893	0.490839958520567	3	87837621	87847993	protein_coding	ENSMUSG00000048039	Isg20l2
ENSMUSG00000073478	2.82287119526471	10.5670535268855	-1.90433795103108	7.74418233162077	0.953296389862277	-7.97488953008909	1737	0.51986183074266	1	190956601	190958337	lncRNA	ENSMUSG00000073478	D730003I15Rik
ENSMUSG00000100755	117.679854388195	38.389483871791	1.61608429749536	79.2903705164043	0.953138836823948	79.3068381987662	425	0.505882352941176	3	37768889	37769313	processed_pseudogene	ENSMUSG00000100755	Rps23-ps1
ENSMUSG00000083621	115.372406262937	37.4897303435459	1.62173086063651	77.8826759193907	0.953117105370385	77.8995585311572	408	0.522058823529412	X	51861219	51861626	processed_pseudogene	ENSMUSG00000083621	Gm14586
ENSMUSG00000115417	24.9570549475963	7.63263971066205	1.70919370188684	17.3244152369343	0.952948686605275	17.4085239584604	668	0.464071856287425	14	47082270	47082937	lncRNA	ENSMUSG00000115417	Gm48949
ENSMUSG00000020133	4.75762500053347	16.078069920531	-1.75678076261722	11.3204449199976	0.95294597017358	-11.4559483166869	1649	0.574893875075803	10	80154088	80156371	protein_coding	ENSMUSG00000020133	2310011J03Rik
ENSMUSG00000036067	3.05408113744927	11.1149870093602	-1.86369596653374	8.06090587191097	0.952924238720017	-8.2735461642202	3211	0.551853005294301	2	26911375	26918010	protein_coding	ENSMUSG00000036067	Slc2a6
ENSMUSG00000100394	2.75622668137988	10.3175784014615	-1.90433795103108	7.56135172008167	0.952625431233532	-7.79747028635052	1779	0.372681281618887	1	152754271	152756049	lncRNA	ENSMUSG00000100394	Gm28791
ENSMUSG00000037411	5.56621258286098	0.789257480916757	2.81812807344001	4.77695510194422	0.952495042512156	5.54627315269467	3876	0.50515995872033	5	137090358	137101122	protein_coding	ENSMUSG00000037411	Serpine1
ENSMUSG00000028398	47.6436657442086	15.1375537365573	1.65415233832888	32.5061120076514	0.952334773042132	32.5481725725481	741	0.516869095816464	4	75195591	75196542	protein_coding	ENSMUSG00000028398	Dmac1
ENSMUSG00000002365	12.7429572303133	3.66501759731209	1.79780808906041	9.0779396330012	0.952082144894467	9.25424777631899	3617	0.496820569532762	17	5891604	5982229	protein_coding	ENSMUSG00000002365	Snx9
ENSMUSG00000005357	17.31658328203	5.21232682099858	1.73215485033016	12.1042564610314	0.952054980577513	12.227566597649	2152	0.563661710037175	10	78616330	78650599	protein_coding	ENSMUSG00000005357	Slc1a6
ENSMUSG00000044081	0.419985204811547	5.02217886572213	-3.57990300053314	4.60219366091058	0.952030532692255	-5.83059962488866	4670	0.440899357601713	13	67877325	67904957	lncRNA	ENSMUSG00000044081	Zfp85os
ENSMUSG00000045665	5.03192079767084	16.8596917303244	-1.74439703816139	11.8277709326536	0.951968054763263	-11.9557135404823	1754	0.587229190421893	15	102187889	102190189	protein_coding	ENSMUSG00000045665	Mfsd5
ENSMUSG00000103238	16.8354584246345	5.04978870259714	1.73720807805644	11.7856697220374	0.95194089044631	11.9130140058431	3029	0.408385605810499	1	151372308	151375336	TEC	ENSMUSG00000103238	Gm36527
ENSMUSG00000015090	14.2728750016004	44.5238859337783	-1.64130354519729	30.2510109321779	0.951802352429848	-30.2955036225877	1649	0.548211036992116	2	25356721	25360058	protein_coding	ENSMUSG00000015090	Ptgds
ENSMUSG00000103544	0.517911514779488	5.11610579391195	-3.30426855791972	4.59819427913246	0.951712710183902	-5.66229470546203	3787	0.379720095062054	5	49082296	49086082	TEC	ENSMUSG00000103544	Gm10048
ENSMUSG00000031970	1.4830479444007	6.93949791160684	-2.22626604591844	5.45644996720614	0.951696411593731	-5.89314065264297	2645	0.567863894139887	8	124231457	124242202	protein_coding	ENSMUSG00000031970	Dbndd1
ENSMUSG00000026893	1.43834768734961	6.87989888616085	-2.25797490564578	5.44155119881124	0.951688262298644	-5.89142852997558	3409	0.38633030214139	2	62494629	62524453	protein_coding	ENSMUSG00000026893	Gca
ENSMUSG00000105643	1.43919203585994	6.88393757056717	-2.25797490564578	5.44474553470723	0.951688262298644	-5.89437906926933	3407	0.405928969768124	3	157685885	157689291	TEC	ENSMUSG00000105643	Gm42611
ENSMUSG00000047989	12.4837186408977	39.3032363941107	-1.65460036781075	26.819517753213	0.951666530845082	-26.8705086459499	2828	0.482319660537482	18	24237814	24255010	protein_coding	ENSMUSG00000047989	Ino80c
ENSMUSG00000038552	10.0034975486291	2.68435844776426	1.89785526591074	7.31913910086482	0.951655665118301	7.56119380707527	3039	0.553471536689701	5	31449586	31453424	protein_coding	ENSMUSG00000038552	Fndc4
ENSMUSG00000051671	13.1280515827973	40.9526371624277	-1.64130354519729	27.8245855796304	0.951473664194714	-27.8729517634148	747	0.476572958500669	8	127149254	127152172	protein_coding	ENSMUSG00000051671	Coa6
ENSMUSG00000085282	11.469771382865	3.23010932004821	1.82818173810393	8.23966206281684	0.951473664194714	8.44004024735426	4104	0.445906432748538	10	105409814	105466166	lncRNA	ENSMUSG00000085282	Gm15663
ENSMUSG00000038383	4.62677245789602	15.5265209606382	-1.74665654534352	10.8997485027422	0.951465514899628	-11.0388100133312	9326	0.436092644220459	2	155120163	155199350	protein_coding	ENSMUSG00000038383	Pigu
ENSMUSG00000025586	6.08237160880463	19.9468259919477	-1.71345333095312	13.8644543831431	0.951389454812159	-13.969932629029	4192	0.520515267175573	7	80996774	81105213	protein_coding	ENSMUSG00000025586	Cpeb1
ENSMUSG00000028348	2.86465078841761	10.4255764227037	-1.86369596653374	7.56092563428611	0.951204737456877	-7.78723051558633	2054	0.47809152872444	4	48663514	48673502	protein_coding	ENSMUSG00000028348	Cavin4
ENSMUSG00000031169	19.9401975491109	6.1183239920667	1.70447129164444	13.8218735570442	0.95081357129275	13.9265721199065	3000	0.490666666666667	X	8060087	8072764	protein_coding	ENSMUSG00000031169	Porcn
ENSMUSG00000074749	30.9955718318337	9.84804856785684	1.65415233832888	21.1475232639769	0.950753809795453	21.212118238376	2278	0.467954345917471	2	146697784	146812017	protein_coding	ENSMUSG00000074749	Kiz
ENSMUSG00000112980	9.3364953045151	2.42708080836829	1.94365895552387	6.90941449614681	0.950696764729851	7.17759143549922	2941	0.485549132947977	12	116365567	116368830	lncRNA	ENSMUSG00000112980	D430020J02Rik
ENSMUSG00000087056	9.97286901594876	31.1101219935595	-1.64130354519729	21.1372529776107	0.950446853013881	-21.2008806601752	590	0.396610169491525	2	124966276	124976247	lncRNA	ENSMUSG00000087056	Gm14004
ENSMUSG00000100515	7.9652712398444	1.9488211473377	2.03112179677421	6.01645009250671	0.950406106538451	6.35004940681214	2093	0.409937888198758	1	115596718	115612354	transcribed_processed_pseudogene	ENSMUSG00000100515	Gm17916
ENSMUSG00000113662	5.30328320812057	17.4625440662862	-1.71930605719856	12.1592608581656	0.950292016407247	-12.2802132691268	2219	0.547543938711131	12	110566179	110568397	TEC	ENSMUSG00000113662	Gm35558
ENSMUSG00000103867	3.62806309002945	12.4494198876681	-1.77880706894722	8.82135679763863	0.950237687773341	-8.99891606471479	2703	0.416944136145024	1	194696054	194698756	TEC	ENSMUSG00000103867	9630010A21Rik
ENSMUSG00000120983	5.25246146975247	17.3487447790171	-1.72376570538926	12.0962833092646	0.950237687773341	-12.2184875539107	3174	0.386893509766856	10	111047417	111050590	lncRNA	ENSMUSG00000120983	
ENSMUSG00000104871	3.66897817885875	12.5353155012947	-1.77254807847554	8.86633732243592	0.949781327248526	-9.04178434855242	1871	0.3425975414217	5	58102384	58104254	TEC	ENSMUSG00000104871	Gm42639
ENSMUSG00000024592	9.40322581202716	2.52328033490739	1.89785526591074	6.87994547711977	0.949618341346807	7.13691140329526	3233	0.435199505103619	18	57088905	57108440	protein_coding	ENSMUSG00000024592	C330018D20Rik
ENSMUSG00000106553	4.93623550286054	16.2539367798192	-1.71930605719856	11.3177012769587	0.949460788308478	-11.447548886674	1192	0.354865771812081	3	58434351	58435542	TEC	ENSMUSG00000106553	6720482G16Rik
ENSMUSG00000006390	2.51821649766865	9.35180360734088	-1.89284231219325	6.83358710967223	0.949276070953196	-7.09089308932997	2726	0.530814380044021	4	118285290	118290150	protein_coding	ENSMUSG00000006390	Elovl1
ENSMUSG00000112655	5.12431327621142	16.651219225089	-1.70019723425086	11.5269059488776	0.948958248444843	-11.6516192604128	1531	0.435662965382103	12	3418429	3419959	TEC	ENSMUSG00000112655	Gm48511
ENSMUSG00000030990	1.73224191342011	7.43006887974538	-2.10073516383459	5.69782696632527	0.948762665362779	-6.07275228926346	4529	0.525943916979466	7	101859415	101887774	protein_coding	ENSMUSG00000030990	Pgap2
ENSMUSG00000045975	1.76764726989693	7.48346567846448	-2.08187613658327	5.71581840856755	0.948670306685138	-6.0831561156849	7767	0.447276940903824	16	97656409	97763798	protein_coding	ENSMUSG00000045975	C2cd2
ENSMUSG00000078202	7.97597773738737	1.97467208625958	2.01404828341527	6.00130565112778	0.948602395892755	6.33024960062289	2582	0.545313710302091	2	25070770	25073351	protein_coding	ENSMUSG00000078202	Nrarp
ENSMUSG00000051950	8.38000908350008	2.12530359596592	1.97928286525459	6.25470548753416	0.948594246597669	6.56040405740991	4798	0.454564401834098	5	149601695	149686064	protein_coding	ENSMUSG00000051950	B3glct
ENSMUSG00000028341	19.4920977008452	6.13160914521466	1.6685517173895	13.3604885556306	0.948550783690544	13.4642756685512	5987	0.482378486721229	4	48045153	48086447	protein_coding	ENSMUSG00000028341	Nr4a3
ENSMUSG00000028792	3.66603907751387	12.3891295789513	-1.75678076261722	8.72309050143738	0.948539917963763	-8.89823502410276	2140	0.511214953271028	4	128885751	128905322	protein_coding	ENSMUSG00000028792	Ak2
ENSMUSG00000115570	4.03234150178849	13.4173771755849	-1.73441294958877	9.38503567379637	0.948420394969169	-9.54395530574885	1216	0.432565789473684	14	47729025	47730240	TEC	ENSMUSG00000115570	Gm48986
ENSMUSG00000062319	3.99293751317167	13.2862627406443	-1.73441294958877	9.29332522747263	0.94822209545541	-9.4537866520924	1228	0.382736156351792	2	6955264	6956491	lncRNA	ENSMUSG00000062319	Gm10115
ENSMUSG00000002845	2.39537238210787	8.9667669644358	-1.90433795103108	6.57139458232793	0.947879825061799	-6.84176364604816	4094	0.46800195407914	16	38379060	38412524	protein_coding	ENSMUSG00000002845	Tmem39a
ENSMUSG00000115610	20.4305302757284	6.53667093169519	1.64409867366496	13.8938593440332	0.947795615679244	13.9907965434612	1248	0.528044871794872	14	55216850	55229058	lncRNA	ENSMUSG00000115610	Gm31251
ENSMUSG00000060419	48.9220861024244	16.1860423070548	1.59573565210356	32.7360437953696	0.947714122728384	32.7749132057394	441	0.541950113378685	5	129205141	129205581	processed_pseudogene	ENSMUSG00000060419	Rps16-ps2
ENSMUSG00000041203	94.5874661102457	31.6543000328654	1.57924752931499	62.9331660773803	0.947515823214625	62.9529778110772	902	0.598669623059867	8	85753452	85756915	protein_coding	ENSMUSG00000041203	Trir
ENSMUSG00000085665	5.68501712020267	0.985237357820724	2.52862145624502	4.69977976238195	0.947469643875805	5.33683954076546	3105	0.441545893719807	11	23017998	23025574	lncRNA	ENSMUSG00000085665	Gm12059
ENSMUSG00000086714	4.28238189185573	14.0438519580525	-1.71345333095312	9.76147006619682	0.947119224187108	-9.9107123947076	2977	0.503527040644945	2	26335708	26349408	lncRNA	ENSMUSG00000086714	0610009E02Rik
ENSMUSG00000073633	10.0440595768944	2.8483817467722	1.81812807344001	7.19567783012218	0.947100209165241	7.42181710407516	2148	0.495810055865922	1	84817562	84878208	protein_coding	ENSMUSG00000073633	Fbxo36
ENSMUSG00000106446	18.8589510237493	6.03385009079556	1.64409867366496	12.8251009329537	0.947070328416592	12.9300531471915	1352	0.44008875739645	3	127091971	127093322	TEC	ENSMUSG00000106446	Gm42970
ENSMUSG00000021235	2.18480527455275	8.43817227847094	-1.94942584055962	6.25336700391819	0.947051313394725	-6.5501801497008	3142	0.530553787396563	12	84408431	84420570	protein_coding	ENSMUSG00000021235	Coq6
ENSMUSG00000022550	9.17771137076484	2.52614533115883	1.86119679533189	6.65156603960601	0.946961671148779	6.90705322769368	3633	0.560968896229012	15	76460558	76480016	protein_coding	ENSMUSG00000022550	Adck5
ENSMUSG00000020052	7.11486423145075	1.64404782804426	2.11358395696618	5.47081640340649	0.946828565995708	5.86490147086261	2481	0.537283353486497	10	87326681	87329522	protein_coding	ENSMUSG00000020052	Ascl1
ENSMUSG00000108802	1.74557752444813	7.2603820957241	-2.05634104447613	5.51480457127596	0.946429250536495	-5.88571218720075	2809	0.452830188679245	6	71767652	71770460	TEC	ENSMUSG00000108802	Gm44769
ENSMUSG00000030613	8.71218614756212	26.611255564236	-1.61092989615377	17.8990694166739	0.946141308776791	-17.9714156680333	1801	0.431426985008329	7	92210357	92231502	protein_coding	ENSMUSG00000030613	Ccdc90b
ENSMUSG00000047428	15.3156459804798	4.82593783882844	1.66612497999496	10.4897081416513	0.945796321951485	10.6212028201136	2113	0.622811168954094	17	46608347	46614197	protein_coding	ENSMUSG00000047428	Dlk2
ENSMUSG00000084771	4.59113039904008	0.31826487682411	3.85054955113239	4.27286552221597	0.945521962350257	5.75187896401409	6408	0.439138576779026	X	150074970	150127842	lncRNA	ENSMUSG00000084771	A230072E10Rik
ENSMUSG00000035305	0.340390646732024	4.60130810464347	-3.75678076261722	4.26091745791145	0.945285632792763	-5.68056504949159	5762	0.471537660534537	4	99952988	100301962	protein_coding	ENSMUSG00000035305	Ror1
ENSMUSG00000002781	1.04353865733968	5.69676349354441	-2.44865846725489	4.65322483620473	0.94525846847581	-5.25817740909639	7518	0.515030593242884	7	45546365	45566837	protein_coding	ENSMUSG00000002781	Tmem143
ENSMUSG00000057863	163.870989574511	55.9115769510011	1.55134153274511	107.959412623509	0.94525303561242	107.970558183999	383	0.608355091383812	17	56920416	56921243	protein_coding	ENSMUSG00000057863	Rpl36
ENSMUSG00000109150	5.11524453997372	15.9568807542723	-1.64130354519729	10.8416362142986	0.945144378344607	-10.9651700000806	1342	0.451564828614009	7	89476426	89477767	TEC	ENSMUSG00000109150	Gm45793
ENSMUSG00000039183	4.00475938023465	13.013280568459	-1.70019723425086	9.00852118822437	0.945098199005786	-9.16755827001071	1959	0.546707503828484	17	25101585	25105323	protein_coding	ENSMUSG00000039183	Nubp2
ENSMUSG00000087153	25.0285846533285	8.28079426613822	1.59573565210356	16.7477903871903	0.944810257246082	16.823639770414	862	0.487238979118329	8	19732465	19747752	unprocessed_pseudogene	ENSMUSG00000087153	Gm6483
ENSMUSG00000105861	3.11075480804111	10.5125841788088	-1.75678076261722	7.40182937076764	0.944207209409719	-7.60745402101521	3783	0.395453343906952	5	44781261	44785043	TEC	ENSMUSG00000105861	Gm43508
ENSMUSG00000010307	2.59847761853461	9.18667266076081	-1.82187579083911	6.5881950422262	0.943954581262054	-6.83546233342409	1887	0.569157392686804	7	46700349	46704525	protein_coding	ENSMUSG00000010307	Tmem86a
ENSMUSG00000118859	184.837467625438	539.224016752824	-1.54462752578561	354.386549127386	0.943889386901366	-354.389915314489	191	0.450261780104712	11	101495676	101495866	snRNA	ENSMUSG00000118859	Gm26316
ENSMUSG00000106385	1.20995120695245	5.97615442367197	-2.30426855791972	4.76620321671952	0.943696520250998	-5.29399156498052	3242	0.416409623689081	3	156436735	156439976	TEC	ENSMUSG00000106385	Gm42943
ENSMUSG00000021234	4.00185644576123	12.9217180531191	-1.69105658039439	8.91986160735787	0.943677505229131	-9.07874459672218	4656	0.447379725085911	12	84392083	84408607	protein_coding	ENSMUSG00000021234	Fam161b
ENSMUSG00000047721	0.445959733167331	4.63720175236221	-3.37826913936349	4.19124201919488	0.943506370032326	-5.38323434762416	4398	0.528422010004547	7	126294573	126298970	protein_coding	ENSMUSG00000047721	Bola2
ENSMUSG00000020471	3.62060030202781	11.8322018130685	-1.70841774105583	8.2116015110407	0.94341672778638	-8.38743647094153	1896	0.551160337552743	11	5822180	5828292	protein_coding	ENSMUSG00000020471	Pold2
ENSMUSG00000106680	36.3605511559309	12.2321999114383	1.57169017813691	24.1283512444926	0.943297204791785	24.1794860117758	917	0.500545256270447	5	32870416	32871332	TEC	ENSMUSG00000106680	Gm43852
ENSMUSG00000038233	9.88012210699134	2.89768207666984	1.76962955574882	6.9824400303215	0.94325374188466	7.20319773028729	3871	0.516145698785843	9	121780054	121809275	protein_coding	ENSMUSG00000038233	Gask1a
ENSMUSG00000008958	12.6659181923724	3.92308032833809	1.6908928851439	8.74283786403432	0.943226577567707	8.90484882891464	3639	0.488046166529266	3	95018333	95030362	protein_coding	ENSMUSG00000008958	Vps72
ENSMUSG00000030595	2.7127675054909	9.40268017837206	-1.79330663864234	6.68991267288115	0.94304457664412	-6.92610137602494	2169	0.517750115260489	7	28457676	28466937	protein_coding	ENSMUSG00000030595	Nfkbib
ENSMUSG00000086118	7.78614889428314	2.02405848619383	1.94365895552387	5.76209040808931	0.942781082769674	6.08107687884169	2519	0.502977371973005	2	156451126	156455342	lncRNA	ENSMUSG00000086118	Gm14169
ENSMUSG00000020171	119.204563926794	41.0770868725326	1.53703369606122	78.1274770542613	0.942574633960829	78.142594936737	1415	0.534275618374558	10	117051126	117060412	protein_coding	ENSMUSG00000020171	Yeats4
ENSMUSG00000024544	14.6068211243338	4.74641903437186	1.62173086063651	9.86040208996195	0.942444245239453	9.99287447935112	5371	0.47570284863154	18	68066328	68401701	protein_coding	ENSMUSG00000024544	Ldlrad4
ENSMUSG00000085316	2.04660616327296	7.80307987394013	-1.93081016239227	5.75647371066717	0.942403498764024	-6.07165689616925	2875	0.424695652173913	2	116730633	116745095	lncRNA	ENSMUSG00000085316	D330050G23Rik
ENSMUSG00000039886	3.4011518609305	11.1992443014708	-1.71930605719856	7.79809244054033	0.942256811452476	-7.9853778263481	1730	0.568208092485549	5	135764339	135773302	protein_coding	ENSMUSG00000039886	Tmem120a
ENSMUSG00000030316	1.85872906223457	7.3444627147629	-1.98234046303236	5.48573365252833	0.942082959823975	-5.83291928778867	5276	0.47289613343442	6	114981342	115014837	protein_coding	ENSMUSG00000030316	Tamm41
ENSMUSG00000020258	1.39134375015601	6.26926869211532	-2.17181826189607	4.87792494195931	0.942044929780241	-5.33956424271625	4229	0.55284937337432	9	106030056	106035337	protein_coding	ENSMUSG00000020258	Glyctk
ENSMUSG00000029869	5.71816590807557	17.2971435414908	-1.59690942583883	11.5789776334152	0.941659196479504	-11.6885774476393	3773	0.593957063344818	6	41582416	41597443	protein_coding	ENSMUSG00000029869	Ephb6
ENSMUSG00000067369	0.490332726617481	4.60717168077312	-3.23204839851245	4.11683895415563	0.941637465025942	-5.23397552772079	4648	0.437392426850258	X	133123088	133177733	protein_coding	ENSMUSG00000067369	Trmt2b
ENSMUSG00000045871	4.1632023958088	12.9870084737265	-1.64130354519729	8.82380607791768	0.941553255643387	-8.97515632332798	4240	0.359433962264151	14	110986012	110992581	protein_coding	ENSMUSG00000045871	Slitrk6
ENSMUSG00000040688	12.0729127200927	3.76611571794468	1.68062454969007	8.30679700214806	0.94149892700948	8.47510326261084	5686	0.54555047485051	17	24916923	24926634	protein_coding	ENSMUSG00000040688	Tbl3
ENSMUSG00000068749	74.2365975196791	25.4737183621248	1.54312102594014	48.7628791575543	0.941458180534051	48.7872893921659	1321	0.487509462528388	3	108164242	108187290	protein_coding	ENSMUSG00000068749	Psma5
ENSMUSG00000073427	1.71172960736029	6.95778937001132	-2.02317418054093	5.24605976265102	0.941376687583191	-5.62266634241385	6302	0.385750555379245	10	82190089	82258716	protein_coding	ENSMUSG00000073427	Gm4924
ENSMUSG00000007682	3.66889647352129	11.7629507771612	-1.68083190938393	8.09405430363994	0.940844266970907	-8.26673520671101	6415	0.441932969602494	12	90691326	90705812	protein_coding	ENSMUSG00000007682	Dio2
ENSMUSG00000106184	7.61470679161922	22.622754638812	-1.57091421730589	15.0080478471927	0.940800804063782	-15.0900388224073	1803	0.434830837493067	3	100585608	100587410	lncRNA	ENSMUSG00000106184	Gm43463
ENSMUSG00000053600	3.54599802294683	11.4713453714924	-1.69377096509142	7.92534734854557	0.940792654768696	-8.10431926057242	2489	0.411008437123343	17	33184788	33198207	protein_coding	ENSMUSG00000053600	Zfp472
ENSMUSG00000035849	55.7060874103699	19.204945702113	1.53635710502463	36.501141708257	0.940643251025453	36.5334605418158	3292	0.42041312272175	11	99123587	99134911	protein_coding	ENSMUSG00000035849	Krt222
ENSMUSG00000110142	10.5248186268904	3.21881523151657	1.70919370188684	7.30600339537379	0.940222204112678	7.50326786965407	1584	0.345328282828283	8	81454183	81455766	TEC	ENSMUSG00000110142	Gm45872
ENSMUSG00000051074	7.6020577770152	22.3969655179013	-1.55884138500532	14.7949077408861	0.940086382527911	-14.8768034713422	1548	0.430232558139535	9	98444122	98445669	lncRNA	ENSMUSG00000051074	4930579K19Rik
ENSMUSG00000104901	3.46157943252722	11.1582564862965	-1.68860925997565	7.69667705376926	0.940007606008747	-7.87973596657234	2833	0.426403106247794	3	34697413	34700245	TEC	ENSMUSG00000104901	Gm42692
ENSMUSG00000031730	0.465064236437699	4.51346484818915	-3.27873346581258	4.04840061175145	0.939991307418575	-5.20957202206371	6326	0.471546000632311	8	110317975	110335305	protein_coding	ENSMUSG00000031730	Dhodh
ENSMUSG00000105322	8.94126756449981	26.2318243445821	-1.55276687059563	17.2905567800822	0.939806590063293	-17.3601393634863	3071	0.365353305112341	3	126842625	126845695	TEC	ENSMUSG00000105322	Gm43751
