dStr_mean	NAc_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000106385	16.0225162362128	5.06923395272914	1.66026107868377	10.9532822834837	0.945903767754667	11.0783960766471	3242	0.416409623689081	3	156436735	156439976	TEC	Gm42943
ENSMUSG00000030500	0.384849028618648	4.47644347938831	-3.53998845961534	4.09159445076966	0.945862221183558	-5.41042174361471	5399	0.426190035191702	7	51271754	51320867	protein_coding	Slc17a6
ENSMUSG00000112106	13.3649222052664	4.14550915012307	1.68883023088054	9.21941305514331	0.945854431201475	9.37281839310262	2332	0.456260720411664	10	119489969	119492300	TEC	Gm47026
ENSMUSG00000105707	8.47697150934212	2.33722026910535	1.85875523232285	6.13975124023677	0.945561008543014	6.41494476248054	3309	0.356300997280145	5	62814142	62817450	TEC	Gm43753
ENSMUSG00000121134	40.7022437295725	13.3947679314153	1.60343873964989	27.3074757981572	0.945483108722183	27.3545106017042	2093	0.356903965599618	2	78753816	78755908	lncRNA	
ENSMUSG00000109279	20.2893972439402	6.55020186319166	1.63111473302425	13.7391953807485	0.945410402222742	13.8356794189035	2509	0.377839776803507	7	89850486	89852994	TEC	Gm45220
ENSMUSG00000041231	13.0782055421689	39.5516146011427	-1.59657198798171	26.4734090589738	0.945379242294409	-26.5215088054312	2542	0.448072383949646	11	44345398	44361325	protein_coding	Ublcp1
ENSMUSG00000064326	12.8789250341658	3.99476336284586	1.68883023088054	8.88416167131991	0.945254602581081	9.04325583796488	2420	0.553305785123967	12	112611113	112615583	protein_coding	Siva1
ENSMUSG00000103255	1.15028597832372	5.70870040263487	-2.31116976911946	4.55841442431115	0.944948196619148	-5.11083630783257	5419	0.46539952020668	18	37223066	37320710	protein_coding	Pcdhac1
ENSMUSG00000015843	124.830817135684	42.5076212950277	1.55418070418576	82.3231958406566	0.944943003297759	82.3378652327128	2297	0.547670875054419	1	167425953	167467192	protein_coding	Rxrg
ENSMUSG00000103192	2.33723273960864	8.42764756694873	-1.85032858022749	6.09041482734009	0.944896263405261	-6.36528621696548	3556	0.396231721034871	1	80643726	80647281	TEC	Gm37645
ENSMUSG00000003134	73.7680439826774	24.9110362787124	1.56621094421658	48.8570077039649	0.944893666744567	48.8821052994557	5239	0.483107463256347	1	39410573	39517836	protein_coding	Tbc1d8
ENSMUSG00000103920	6.12662145685954	1.35738940439301	2.17425705805078	4.76923205246654	0.944753447067072	5.2414662189847	3561	0.376298792474024	3	76453998	76457558	TEC	Gm37897
ENSMUSG00000114153	66.377802782227	22.3498530304659	1.57043553007831	44.027949751761	0.944636597335826	44.055948827573	2379	0.394283312316099	12	89622493	89624871	TEC	Gm48692
ENSMUSG00000014470	48.1505267776099	16.0716273126887	1.58303556685794	32.0788994649212	0.944415881176807	32.1179356822081	1985	0.596977329974811	8	123192886	123202803	protein_coding	Rnf166
ENSMUSG00000121444	75.13601883632	25.5464839254037	1.55637993485689	49.5895349109162	0.944223728285425	49.6139525857657	719	0.489568845618915	9	122511807	122512706	lncRNA	
ENSMUSG00000028019	2.24560807237501	8.16850217209158	-1.86296540590542	5.92289409971657	0.944073121965153	-6.20897049598866	5089	0.467282373747298	3	80943723	81121347	protein_coding	Pdgfc
ENSMUSG00000104018	25.9900596700294	8.4973127380075	1.61288137764724	17.4927469320219	0.944028978733349	17.5669457096594	1479	0.408384043272481	1	78442085	78443563	TEC	4833412K13Rik
ENSMUSG00000037211	3.21751533888656	10.6453707783477	-1.72620726839831	7.42785543946112	0.943930305626964	-7.6258001523121	2906	0.574328974535444	3	37694096	37698747	protein_coding	Spry1
ENSMUSG00000112742	2.44677332255308	8.65187091020503	-1.82213168839684	6.20509758765195	0.943878372413077	-6.46710135703345	2123	0.387187941592087	10	130378174	130408584	lncRNA	Gm31793
ENSMUSG00000113776	6.98740414571473	1.77327924269404	1.97833684807552	5.21412490302069	0.94346810002337	5.57681945097328	3271	0.508407214918985	12	84231310	84234580	TEC	Gm19327
ENSMUSG00000087519	8.18676085702159	2.28542017448865	1.84083332432559	5.90134068253294	0.943346056970736	6.18178689209406	2538	0.438140267927502	2	120681107	120697170	lncRNA	AV039307
ENSMUSG00000042116	0.860253894084493	5.0698100862173	-2.55909728256305	4.20955619213281	0.943296720417543	-4.92639241599218	3623	0.554512834667403	4	155852606	155859155	protein_coding	Vwa1
ENSMUSG00000114617	15.7133048531711	5.08583639005015	1.62742968621639	10.627468463121	0.943195450650464	10.7513540225503	4562	0.377904427882508	13	36436342	36440903	TEC	Gm48766
ENSMUSG00000002602	9.70162880578856	2.88118239760192	1.7515659862285	6.82044640818664	0.943135727454493	7.04176629909419	5033	0.535863302205444	7	25456698	25488130	protein_coding	Axl
ENSMUSG00000037169	6.93650954799177	1.76036309646501	1.97833684807552	5.17614645152676	0.943127937472411	5.54132734749595	3295	0.504400606980273	12	12986094	12991915	protein_coding	Mycn
ENSMUSG00000024963	5.02693525527116	15.5924634485274	-1.63309786400682	10.5655281932562	0.943122744151022	-10.690995960897	1240	0.545161290322581	19	6965279	6969940	protein_coding	Dnajc4
ENSMUSG00000104524	7.84597920784215	2.14734059042359	1.86940247652236	5.69863861741856	0.943005894419776	5.99742842484694	2251	0.486894713460684	1	135450826	135453076	TEC	Gm37333
ENSMUSG00000054667	0.165061956268834	4.14708989717745	-4.65101977200409	3.98202794090862	0.942902027992002	-6.12278788149237	6294	0.462821734985701	X	140493994	140508259	protein_coding	Irs4
ENSMUSG00000021732	3.61277966618053	11.5562487197302	-1.67749198336528	7.94346905354962	0.942808548207006	-8.11866244888623	4601	0.414909802216909	13	118806327	118928651	protein_coding	Fgf10
ENSMUSG00000107050	2.6741311525252	9.12403266571917	-1.77060138775676	6.44990151319397	0.942593025369375	-6.68851693607993	2331	0.398541398541399	5	65837357	65839687	TEC	C030017G13Rik
ENSMUSG00000116735	11.1509833927303	3.45879332310805	1.68883023088054	7.69219006962225	0.942250266157721	7.8754006638349	2795	0.328085867620751	16	81087050	81089844	TEC	Gm49555
ENSMUSG00000053600	3.33917220652805	10.8752577527696	-1.70348719189822	7.53608554624156	0.942237282854249	-7.72621860765228	2489	0.411008437123343	17	33184788	33198207	protein_coding	Zfp472
ENSMUSG00000109868	7.85722653344904	2.16634786287664	1.85875523232285	5.6908786705724	0.942128223105087	5.98674127191609	3570	0.442016806722689	8	109253569	109264490	lncRNA	Gm39244
ENSMUSG00000028133	3.0767027228708	10.1158607881266	-1.7171621287953	7.03915806525576	0.942110046480226	-7.24557741275491	5065	0.445409674234946	3	120949047	120965344	protein_coding	Rwdd3
ENSMUSG00000028389	9.40756198041445	27.9183706777843	-1.56932195357351	18.5108086973698	0.941733530679546	-18.5772121165849	4086	0.431473323543808	4	62107777	62149284	protein_coding	Zfp37
ENSMUSG00000028651	10.8785335367125	3.3742852838	1.68883023088054	7.50424825291246	0.941606294305523	7.69193664755994	1719	0.487492728330425	4	123020908	123033744	protein_coding	Ppie
ENSMUSG00000103280	23.3775866956805	7.83131827567803	1.57779891849179	15.5462684200024	0.941595907662746	15.6261291180496	1111	0.424842484248425	1	4975974	4977084	TEC	Gm37277
ENSMUSG00000107549	7.76955092873106	23.2387676396322	-1.58063044411269	15.4692167109011	0.941585521019968	-15.5497607135826	1872	0.378205128205128	6	7853871	7855742	TEC	Gm43961
ENSMUSG00000055691	17.5124434277171	5.75150857992285	1.60636807068857	11.7609348477942	0.941471267949417	11.87013087007	2017	0.36737729300942	X	159685112	159690048	protein_coding	Gja6
ENSMUSG00000085156	7.2481392052747	1.92704199430305	1.91122265221699	5.32109721097164	0.941338838254005	5.65392320030592	3010	0.489036544850498	11	6475295	6478841	lncRNA	Snhg15
ENSMUSG00000074194	2.46853349263146	8.53192500985274	-1.78921706592411	6.06339151722128	0.941292098361507	-6.32186795180863	2946	0.44806517311609	8	85835182	85849724	protein_coding	Zfp791
ENSMUSG00000090946	5.8805657703172	17.784234254028	-1.59657198798171	11.9036684837107	0.941266131754564	-12.0102608415844	4240	0.467924528301887	12	32428703	32432942	protein_coding	Ccdc71l
ENSMUSG00000118997	243.146797453541	699.338573393527	-1.52416349245366	456.191775939986	0.941258341772481	-456.194322092713	94	0.436170212765957	7	59358217	59358310	snoRNA	Gm23767
ENSMUSG00000098134	30.7989140007213	10.4851706486844	1.55452913916895	20.313743352037	0.941237568486926	20.3731374563898	1383	0.506146059291396	12	84463970	84465352	protein_coding	Rnf113a2
ENSMUSG00000065687	114.374306725436	328.15698303598	-1.52062313474841	213.782676310545	0.941094752148737	-213.788084291939	109	0.504587155963303	1	127302868	127302976	snoRNA	Gm23734
ENSMUSG00000002068	7.80540911161562	2.17896183427956	1.84083332432559	5.62644727733606	0.941048012256238	5.91993042970861	2662	0.53794139744553	7	37797409	37806959	protein_coding	Ccne1
ENSMUSG00000102559	9.3654857299321	2.80122170131304	1.74129765077467	6.56426402861906	0.940783152865415	6.79129440872766	3106	0.420154539600773	1	66804785	66807890	TEC	Gm37570
ENSMUSG00000057098	13.2045504450337	4.26091713343318	1.63179928584416	8.94363331160054	0.940733816312223	9.09127855263781	9756	0.423431734317343	11	44508144	44898918	protein_coding	Ebf1
ENSMUSG00000029602	8.8067246630916	25.9507232867551	-1.55909728256305	17.1439986236635	0.940658513152086	-17.2147458054039	3539	0.60751624752755	5	120786877	120817662	protein_coding	Rasal1
ENSMUSG00000032443	11.6474974194689	3.70091831373306	1.65406481271986	7.9465791057358	0.940635143205837	8.11689903155108	3657	0.480995351380913	9	117705068	117869327	protein_coding	Zcwpw2
ENSMUSG00000043004	25.3217072767417	72.8903268543689	-1.52535269024669	47.5686195776271	0.940611773259588	-47.5930695516758	4390	0.433485193621868	14	19922627	20027695	protein_coding	Gng2
ENSMUSG00000041629	24.9907205130319	8.48982545918292	1.55758569760229	16.500895053849	0.940489730206954	16.5742454061569	2619	0.520809469263077	11	113552145	113574981	protein_coding	Fam104a
ENSMUSG00000062309	5.11054087792851	15.6253358240338	-1.61233930384003	10.5147949461053	0.940318350601127	-10.6376948061762	1423	0.591004919184821	9	57411309	57412731	protein_coding	Rpp25
ENSMUSG00000100801	12.845749029441	37.3544333001816	-1.53998845961534	24.5086842707406	0.940292383994183	-24.5570187347446	1941	0.487892838742916	5	5831615	5833555	processed_pseudogene	Gm15459
ENSMUSG00000027068	0.728030800810119	4.74220682316811	-2.70348719189822	4.01417602235799	0.940082054477941	-4.83967479643329	4281	0.429572529782761	2	69210789	69234877	protein_coding	Dhrs9
ENSMUSG00000034105	6.03426884466238	1.40377454086452	2.10386773015938	4.63049430379786	0.939863934979616	5.08603351576751	4132	0.528073572120039	8	120486815	120505155	protein_coding	Meak7
ENSMUSG00000075270	0.398963115497711	4.26936499185869	-3.41969422589763	3.87040187636098	0.939775648516008	-5.16471870319926	5208	0.467549923195084	2	75819485	76169118	protein_coding	Pde11a
ENSMUSG00000024077	268.345347923439	94.6215037493951	1.50385088371594	173.723844174043	0.939752278569759	173.730353139823	8858	0.447617972454279	17	78957342	79044625	protein_coding	Strn
ENSMUSG00000112254	3.52647641804494	11.157132705192	-1.6616670162036	7.6306562871471	0.939736698605593	-7.80948478744383	2946	0.404955872369314	12	75552574	75555519	TEC	Gm47690
ENSMUSG00000041396	4.80654307289642	14.6958710360873	-1.61233930384003	9.88932796319088	0.939492612500325	-10.0199024742887	1513	0.449438202247191	1	163822458	163824812	protein_coding	Mettl18
ENSMUSG00000066721	7.58044474831112	2.11616067232842	1.84083332432559	5.46428407598271	0.939456259250604	5.76602703696278	2741	0.585552717986136	7	24283263	24287066	protein_coding	Zfp575
ENSMUSG00000020228	1.65859102415652	6.55935201546513	-1.98359511109096	4.90076099130861	0.939453662589909	-5.28697530339192	5011	0.463779684693674	10	119919513	119948892	protein_coding	Helb
ENSMUSG00000102937	16.942269288259	5.67553464075557	1.57779891849179	11.2667346475034	0.939277089662694	11.376676098248	1533	0.377038486627528	1	15434526	15436058	TEC	Gm38116
ENSMUSG00000020775	9.77788190829214	28.4333157002559	-1.53998845961534	18.6554337919637	0.939206979823946	-18.7188881727011	2550	0.553725490196078	11	116022643	116029694	protein_coding	Mrpl38
ENSMUSG00000002012	14.2315062021375	41.2001773921516	-1.53356219045591	26.968671190014	0.938986263664927	-27.0122386844758	1971	0.589041095890411	X	72699600	72703723	protein_coding	Pnck
ENSMUSG00000030352	4.17648222213483	12.824997071633	-1.61859829431171	8.64851484949816	0.93891615382618	-8.79867430584511	4975	0.502311557788945	6	127938359	128120557	protein_coding	Tspan9
ENSMUSG00000046593	0.438261950118557	4.28208973001111	-3.28844969261938	3.84382777989256	0.938739580898964	-5.05854854502378	4741	0.459396751740139	4	40472180	40477168	protein_coding	Tmem215
ENSMUSG00000029178	10.8112865313935	3.43941202102179	1.65230435485542	7.37187451037167	0.938685051024383	7.55477620302162	11243	0.46242106199413	5	64960731	64990244	protein_coding	Klf3
ENSMUSG00000097929	3.37469531510814	10.676924784634	-1.6616670162036	7.30222946952586	0.938581184596609	-7.48890462606855	6157	0.527529641058957	12	105300129	105350191	protein_coding	Tunar
ENSMUSG00000025289	2.95982892523088	9.63978509495854	-1.70348719189822	6.67995616972765	0.938550024668277	-6.89374231041775	2106	0.35375118708452	X	154106914	154123750	protein_coding	Prdx4
ENSMUSG00000028868	8.79860937936563	2.62615156196035	1.74432534347224	6.17245781740527	0.938490301472307	6.41419569482621	6258	0.539789069990412	4	132857816	132927067	protein_coding	Wasf2
ENSMUSG00000037754	75.8852747037994	26.6715046414883	1.50852074729042	49.2137700623111	0.938430578276337	49.2368845337622	8844	0.513794663048394	2	158507318	158608254	protein_coding	Ppp1r16b
ENSMUSG00000045282	9.75492913385953	3.0257675549568	1.68883023088054	6.72916157890272	0.938313728545091	6.93785003468053	1917	0.512780386019823	7	4631039	4634421	protein_coding	Tmem86b
ENSMUSG00000044499	16.5170729816052	5.56873694590264	1.56853599716283	10.9483360357026	0.93825919867051	11.0601250953621	4340	0.459447004608295	10	36382810	36710393	protein_coding	Hs3st5
ENSMUSG00000041000	6.00759693517949	17.7346782672782	-1.56171323077006	11.7270813320987	0.9382176520994	-11.8306121897737	5015	0.57148554336989	4	128777373	128805121	protein_coding	Trim62
ENSMUSG00000029471	46.6130369792564	16.1992574202904	1.52480583087791	30.413779558966	0.937867102905663	30.4519789157167	10921	0.520190458749199	5	122869233	122917472	protein_coding	Camkk2
ENSMUSG00000058638	14.134693234776	4.6974379679723	1.58929455732962	9.43725526680375	0.937861909584275	9.57014337200716	4116	0.466472303206997	7	12568688	12584504	protein_coding	Zfp110
ENSMUSG00000104396	1.43444936521372	6.00662382069609	-2.06605727128293	4.57217445548237	0.937776219781361	-5.01730723591715	2897	0.382119433897135	1	84370224	84373120	TEC	Gm37959
ENSMUSG00000051339	7.58952249562855	2.14551374250127	1.82268597761533	5.44400875312727	0.937703513281919	5.74102913048888	10814	0.53356759755872	5	113234189	113369102	protein_coding	2900026A02Rik
ENSMUSG00000026199	3.43471396282627	10.7164072009132	-1.64155944275502	7.28169323808696	0.937599646854146	-7.46443392479963	5142	0.482886036561649	1	75168795	75176031	protein_coding	Ankzf1
ENSMUSG00000043441	9.93351167513937	28.6322428156961	-1.5272649519947	18.6987311405567	0.937594453532757	-18.7609990272484	4288	0.431203358208955	3	62436498	62512561	protein_coding	Gpr149
ENSMUSG00000057457	7.9267521431076	2.3050375150422	1.78193963527202	5.6217146280654	0.93758406688998	5.89737095858467	6291	0.389286281990145	X	155945071	156198308	protein_coding	Phex
ENSMUSG00000102796	11.8799308491257	3.86914187344819	1.61844090298914	8.01078897567747	0.937410090623458	8.17264283872139	1749	0.496283590623213	4	131832141	131836674	TEC	Gm37711
ENSMUSG00000027220	17.954931382383	51.1512401031457	-1.51038907735581	33.1963087207627	0.93736335073096	-33.2306513304988	3761	0.520606221749535	2	92745443	92786403	protein_coding	Syt13
ENSMUSG00000040010	5.60355961572837	16.4250707200507	-1.55148409845317	10.8215111043223	0.93720235776791	-10.9321638063434	3708	0.538025889967638	8	122607889	122634433	protein_coding	Slc7a5
ENSMUSG00000103898	6.7849785619872	19.6837629242647	-1.53658988315348	12.8987843622775	0.937121861286386	-12.9899863931239	2603	0.513638109873223	12	112657420	112660022	TEC	Gm30238
ENSMUSG00000073805	1.93343663664275	7.04659405846911	-1.8657586207971	5.11315742182636	0.937056944769027	-5.44292513741065	6448	0.494571960297767	7	134483655	134540159	protein_coding	Insyn2a
ENSMUSG00000053279	4.41905995703399	0.587441401949787	2.91122265221699	3.83161855508421	0.93704655812625	4.81212199372033	4937	0.421308486935386	19	20470079	20620829	protein_coding	Aldh1a1
ENSMUSG00000051652	7.2548879382405	2.02527807362158	1.84083332432559	5.22960986461892	0.936989431590974	5.54413984889154	4296	0.556564245810056	10	77733409	77738370	protein_coding	Lrrc3
ENSMUSG00000031843	8.39176052306978	24.2073624782469	-1.52840048534013	15.8156019551771	0.936797278699592	-15.8892817096365	2476	0.487075928917609	8	118518384	118528682	protein_coding	Mphosph6
ENSMUSG00000031258	9.27589243532178	2.87718075538303	1.68883023088054	6.39871167993875	0.936579159201267	6.61782885180031	3024	0.400462962962963	X	133049792	133062825	protein_coding	Xkrx
ENSMUSG00000002266	1.15633187914969	5.3800362381142	-2.21806036472798	4.22370435896452	0.936514242683908	-4.7706886602998	8086	0.449789760079149	7	6674268	6699449	protein_coding	Zim1
ENSMUSG00000068617	3.28246430570629	10.2542176684741	-1.64336619946065	6.97175336276784	0.936309106489055	-7.16282049312939	4431	0.403972015346423	16	14724470	14799235	protein_coding	Efcab1
ENSMUSG00000120254	9.24414742356503	26.4676997620451	-1.51762064658689	17.2235523384801	0.935748227779076	-17.2902841961406	1461	0.43668720054757	19	38337108	38381459	lncRNA	
ENSMUSG00000030084	8.9500989965729	25.6257848590775	-1.51762064658689	16.6756858625046	0.935597621458804	-16.7446012616569	9054	0.568257123923128	6	89293296	89339602	protein_coding	Plxna1
ENSMUSG00000058385	26.8970861554962	75.0860375773747	-1.48109477056177	48.1889514218785	0.935431435174366	-48.211706885979	618	0.537216828478964	13	23755570	23756187	protein_coding	H2bc8
ENSMUSG00000102321	4.261529252442	12.7462563789603	-1.58063044411269	8.48472712651828	0.935202929033263	-8.63070026199098	3413	0.354233811895693	1	32578109	32581521	TEC	Gm37792
ENSMUSG00000021973	27.6231504948104	9.71748208432869	1.50722342439059	17.9056684104817	0.935153592480071	17.9689922832961	3084	0.44325551232166	14	58153718	58236719	protein_coding	Micu2
ENSMUSG00000021186	4.20911571077545	0.483366366904349	3.12232817305654	3.7257493438711	0.935150995819376	4.86108438453999	6911	0.462161771089567	12	101712824	101785314	protein_coding	Fbln5
ENSMUSG00000039382	13.8101504293854	4.67302832052543	1.56329934879668	9.13712210885998	0.935112045908961	9.26989240963271	3310	0.531722054380665	X	7580572	7594445	protein_coding	Wdr45
ENSMUSG00000060143	22.9732176285119	64.1321469602823	-1.48109477056177	41.1589293317703	0.935044532730908	-41.1855691408659	407	0.535626535626536	14	105919259	105919665	lncRNA	Gm10076
ENSMUSG00000104273	29.2451729328108	10.3671070649726	1.49618515293814	18.8780658678381	0.935026356106048	18.9372632901987	1492	0.417560321715818	9	72594506	72595997	TEC	A530064N14Rik
ENSMUSG00000060019	21.2640341207376	59.3607819005341	-1.48109477056177	38.0967477797965	0.934826413232583	-38.1255273159181	342	0.578947368421053	8	107299641	107299982	processed_pseudogene	Gm10073
ENSMUSG00000106320	24.9238724768857	8.76790952254818	1.50722342439059	16.1559629543375	0.934683596894394	16.2261166467198	6836	0.422761849034523	5	132015388	132022223	TEC	Gm42992
ENSMUSG00000047606	5.49081440312104	1.23330219366883	2.15449380322935	4.25751220945221	0.934660226948145	4.7716091375749	5487	0.417714598141061	9	89607298	89620528	protein_coding	Ankrd34c
ENSMUSG00000104983	17.422854981534	6.02181386656113	1.53271102896326	11.4010411149728	0.934545973877593	11.5036055914486	2087	0.388596070915189	9	110372279	110374365	TEC	Gm42763
ENSMUSG00000025370	72.8022572148906	26.2238887950368	1.4731015398251	46.5783684198538	0.934483654020929	46.6016569748574	3539	0.408024865781294	15	16728842	16857180	protein_coding	Cdh9
ENSMUSG00000052551	7.20908156937621	20.6409307203321	-1.51762064658689	13.4318491509559	0.934356417646906	-13.5173127522072	13114	0.439225255452188	13	8252902	8818783	protein_coding	Adarb2
ENSMUSG00000103952	6.75642662465672	1.84914447935864	1.86940247652236	4.90728214529808	0.934294097790242	5.25129352377005	2614	0.330910482019893	3	41727616	41730229	TEC	Gm37268
ENSMUSG00000040078	17.3149992126007	48.336636690435	-1.48109477056177	31.0216374778343	0.934195424683857	-31.0569739917713	480	0.3875	6	85820962	85821441	processed_pseudogene	Ptges3-ps
ENSMUSG00000032062	10.4992415639822	3.41946899275437	1.61844090298914	7.07977257122784	0.934068188309834	7.2624052914154	1979	0.448711470439616	9	50650991	50657836	protein_coding	2310030G06Rik
ENSMUSG00000110159	19.7415667982145	6.88883183236603	1.51890522943823	12.8527349658485	0.934037028381501	12.9421740522356	2526	0.392715756136184	7	132439427	132441952	TEC	Gm45501
ENSMUSG00000037465	16.6562088620853	5.7832779002674	1.52610073084243	10.8729309618179	0.934026641738724	10.9795086930671	4179	0.484326393874133	15	38291707	38300950	protein_coding	Klf10
ENSMUSG00000114623	4.33678087885174	0.597855741378293	2.85875523232285	3.73892513747345	0.933995481810392	4.70659565524426	6468	0.454236239950526	13	59559432	59567068	lncRNA	Gm34788
ENSMUSG00000022376	1.91161669422726	6.87812789019928	-1.84722266935967	4.96651119597203	0.933990288489003	-5.29891168542294	8152	0.474607458292444	15	64568933	64794145	protein_coding	Adcy8
ENSMUSG00000022419	13.1121021758707	4.46653618279881	1.5536706475989	8.64556599307187	0.93396432188206	8.78405964356863	8874	0.442979490646833	15	54975713	55122667	protein_coding	Deptor
ENSMUSG00000043300	15.3683424963911	42.9023402577825	-1.48109477056177	27.5339977613914	0.933855262132897	-27.5738041344261	2028	0.524161735700197	3	69481491	69506293	protein_coding	B3galnt1
ENSMUSG00000023571	14.4502921686418	4.95397447778982	1.54444032154536	9.49631769085202	0.933839682168731	9.62108858666233	1366	0.580527086383602	4	156046775	156051086	protein_coding	C1qtnf12
ENSMUSG00000103761	19.1237911229828	6.67325863190542	1.51890522943823	12.4505324910774	0.933826698865259	12.542839886062	2173	0.45421076852278	3	108439964	108442136	TEC	Gm37859
ENSMUSG00000052105	55.9650202167517	20.2232189058182	1.46851273445359	35.7418013109335	0.933759185687206	35.771956762267	9226	0.495230869282463	17	66643977	66756745	protein_coding	Mtcl1
ENSMUSG00000015461	14.3192594141202	4.90905269253601	1.54444032154536	9.41020672158423	0.933715042455402	9.53610436445429	2757	0.603191875226696	17	34866120	34874048	protein_coding	Atf6b
ENSMUSG00000076434	8.62328024026752	2.67475459947071	1.68883023088054	5.94852564079681	0.933699462491236	6.18361583929283	2530	0.490118577075099	2	164573100	164587851	protein_coding	Wfdc3
ENSMUSG00000032583	2.94097651169438	9.23630000454171	-1.65101977200409	6.29532349284733	0.933548856170964	-6.50822281173163	2826	0.583510261854211	9	107765350	107780338	protein_coding	Mon1a
ENSMUSG00000022204	23.818340117131	8.47439348584834	1.49089085326863	15.3439466312827	0.933535872867492	15.4162075024959	1483	0.501685772083614	14	55252911	55261594	protein_coding	Ngdn
ENSMUSG00000042641	0.796244455072649	4.63083317593744	-2.53998845961534	3.83458872086479	0.933369686583054	-4.59952302235379	5219	0.434757616401609	1	153655127	153719888	protein_coding	Rgsl1
ENSMUSG00000097217	6.27906564852551	18.0598422799427	-1.52416349245366	11.7807766314172	0.933359299940277	-11.8789634392515	1820	0.437362637362637	17	32503761	32517663	lncRNA	Gm26549
ENSMUSG00000086725	6.13059436487903	17.5530228562633	-1.51762064658689	11.4224284913842	0.933123003817091	-11.5228054339094	2203	0.532909668633681	11	29120909	29123558	lncRNA	A630052C17Rik
ENSMUSG00000106943	17.5120093174217	6.1108263831144	1.51890522943823	11.4011829343072	0.933102230531536	11.501914857864	2373	0.480825958702065	5	74253695	74256067	lncRNA	Dancr
ENSMUSG00000089809	33.0370937529809	11.8346854048294	1.48106542341256	21.2024083481515	0.932923060943627	21.2540743047114	13805	0.469612459253893	5	99365285	99876924	protein_coding	Rasgef1b
ENSMUSG00000037096	42.1175656522719	15.2412818393263	1.46643780954409	26.8762838129455	0.932915270961543	26.9162603539804	444	0.425675675675676	3	78873663	78874106	processed_pseudogene	Gm9762
ENSMUSG00000003282	13.5875921710758	4.67020644352028	1.5407315918914	8.91738572755552	0.932891901015294	9.0495094923572	8487	0.427830800047131	4	3900996	3938423	protein_coding	Plag1
ENSMUSG00000070047	14.7987664940656	41.0652997753296	-1.47244290030887	26.266533281264	0.93282958115863	-26.3077718309708	15655	0.508783136378154	8	45388484	45505294	protein_coding	Fat1
ENSMUSG00000026798	5.80732541993667	1.42208404502604	2.02986714871561	4.38524137491064	0.932749084677105	4.83225646646191	3399	0.520741394527802	2	29677505	29687947	protein_coding	Coq4
ENSMUSG00000045871	5.8805657703172	16.8722222410009	-1.52062313474841	10.9916564706837	0.932712731427384	-11.0963420408464	4240	0.359433962264151	14	110986012	110992581	protein_coding	Slitrk6
ENSMUSG00000045414	11.0465311432288	30.8375504961762	-1.48109477056177	19.7910193529474	0.932671184856275	-19.8463621036231	3950	0.479746835443038	9	94399917	94420134	protein_coding	Dipk2a
ENSMUSG00000047496	1.94824182420261	6.91170848128582	-1.8268696074035	4.96346665708322	0.932603671678222	-5.28899364893091	8532	0.46179090482888	1	105204639	105284435	protein_coding	Rnf152
ENSMUSG00000065822	161.450668333709	437.642521386371	-1.43865950424138	276.191853052662	0.932588091714056	-276.195599953787	148	0.466216216216216	7	99131992	99132139	snoRNA	Snord15a
ENSMUSG00000052031	10.7844285753222	30.1058636826238	-1.48109477056177	19.3214351073016	0.932569915089195	-19.3781190089506	2312	0.471453287197232	17	7222410	7228555	protein_coding	Tagap1
ENSMUSG00000064724	343.636138219305	126.418895959599	1.44266964361114	217.217242259706	0.932515385214614	217.222033022925	130	0.469230769230769	6	97524399	97524528	snoRNA	Gm25852
ENSMUSG00000050174	10.5314843153564	3.45879332310805	1.60636807068857	7.07269099224835	0.932510191893225	7.25281850388927	1677	0.487179487179487	3	37459059	37474360	protein_coding	Nudt6
ENSMUSG00000032353	6.2034770624702	17.6572188823507	-1.50910914673137	11.4537418198805	0.932364778894342	-11.5527318021854	2847	0.507903055848261	9	89581259	89587121	protein_coding	Tmed3
ENSMUSG00000039632	3.71921224137007	11.1516504695514	-1.58418826352588	7.43243822818135	0.932216769234764	-7.59939408571662	2514	0.498011137629276	9	21901167	21913930	protein_coding	Odad3
ENSMUSG00000022548	34.267169570921	12.3795809917296	1.46886454693863	21.8875885791914	0.932164836020877	21.9368205733922	2577	0.447031431897555	16	31115010	31133626	protein_coding	Apod
ENSMUSG00000049036	15.8409141462166	5.52769669903322	1.51890522943823	10.3132174471834	0.931983069772273	10.4244677182532	1574	0.634053367217281	12	113149550	113153143	protein_coding	Tmem121
ENSMUSG00000042178	7.0177705304383	2.00931719160031	1.80430744830047	5.00845333883799	0.931931136558386	5.32354489182819	3849	0.609508963367108	7	127836514	127844272	protein_coding	Armc5
ENSMUSG00000108920	31.8221607150499	11.4962811588062	1.46886454693863	20.3258795562437	0.931928539897692	20.3788847288604	2775	0.347747747747748	7	90989224	90991998	TEC	Gm44678
ENSMUSG00000034308	2.8106863787786	8.8271166090074	-1.65101977200409	6.0164302302288	0.931738983667004	-6.23885398152252	2957	0.476496449103821	8	118388138	118400428	protein_coding	Sdr42e1
ENSMUSG00000062794	4.36024042846687	12.7130493813679	-1.54383052590974	8.35280895290103	0.931720807042144	-8.49428220018586	3574	0.452154448796866	9	22158726	22171191	protein_coding	Zfp599
